abstract,author,title,year
"
					,
					,
				","
							,
																				","
		Classification of Electromyogram (EMG) Signal using Time-Frequency Representation for Diagnosis of Amyotrophic Lateral Sclerosis (ALS) Disorders
	",
"
					,
					,
				","
							,
																				","
		Performance Analysis of Stepper Motor Driven Lingua scope device in oncology Applications
	",
"
					,
					,
				","
							,
																				","
		Static and Dynamic Analysis of Multistoried Structure by Staad Pro
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Barriers and Strategies for Early Mobilization of Patients in Critical Care Unit.
	",
"
					,
					,
,
,
,
,
,
				","
							,
																				","
		Recruitment process outsourcing: a literature review
	",
"
					,
					,
				","
							,
																				","
		Study of Association between socio-demographic variables and Knowledge of primary school teacher’s on Learning Disorders. A study from Western Maharashtra, India.
	",
"
					,
					,
,
,
,
,
,
				","
							,
																				","
		VERTEX EDGE NEIGHBORHOOD PRIME LABELING FOR UNION AND ONE POINT UNION  OF GRAPHS
	",
"
					,
					,
				","
							,
																				","
		Design and verification of Discrete Time 3rd Order cascaded (2-1) Sigma Delta Modulator
	",
"
					,
					,
				","
							,
																				","
		Emir Analysis
	",
"
					,
					,
				","
							,
																				","
		Charging Technologies for Commercial Electric Vehicle
	",
"
					,
					,
				","
							,
																				","
		A Novel Method of Image Forgery Detection using Hybrid Feature Extraction and SVM
	",
"
					,
					,
				","
							,
																				","
		Design and Simulation of Hybrid Renewable Energy system design by Support Vector Machine approach
	",
"
					,
					,
				","
							,
																				","
		Performance Analysis of Distributed Networks
	",
"
					,
					,
				","
							,
																				","
		On Double Duplication Circulant Graph
	",
"
					,
					,
				","
							,
																				","
		A Real-Time Student Face Detector in the Classroom using YoloV3 Anchor Matching Strategy on WIDER Face Dataset
	",
"
					,
					,
				","
							,
																				","
		A Heuristic Technique for Architectural Realization Targeting 3D-Integrated Circuits
	",
"
					,
					,
				","
							,
																				","
		TAFC TIME AND ATTRIBUTE FACTORS COMBINED ACCESS CONTROL FOR TIME-SENSITIVE DATA IN PUBLIC CLOUD
	",
"
					,
					,
				","
							,
																				","
		Under Publication Process
	",
"
					,
					,
				","
							,
																				","
		INFLUENCE OF MULTI-HOLE TECHNIQUE AND ZINC REINFORCEMENT ON FRICTION STIR WELDING OF DISSIMILAR MATERIALS (AA6061&AISI304)
	",
"
					,
					,
				","
							,
																				","
		Climate Service Product: Ocean Climate Learning Software (OCLS) to Enhance Climate Literacy in Indonesia
	",
"
					,
					,
				","
							,
																				","
		Bam/Bgcn forms a multiple protein complex of Brat, Mei-P26 and AGO1 proteins and negatively regulate expression of dMyc cell growth regulator through dMyc mRNA
	",
"
					,
					,
				","
							,
																				","
		Policy Establishing of Firm Value based on Agency Problem of Free Cash Flows and Managerial Ownership of Manufacturing Sectors in Indonesia Stock Exchange
	",
"
					,
					,
				","
							,
																				","
		The Legal Protection of Sharia Financial Technology In Indonesia
	",
"
					,
					,
				","
							,
																				","
		N-Gram Statistical Grammar Checker for an Indian Language
	",
"
					,
					,
				","
							,
																				","
		Restructuring Sentences using Natural Language Processing
	",
"
					,
					,
				","
							,
																				","
		Conditional Self-Organizing Map for Hierarchical Classification in Road-Vehicle Situation
	",
"
					,
					,
				","
							,
																				","
		Performance Comparison of Conventional and Deep Features using SVM Classifier for Automatic Image Annotation
	",
"
					,
					,
				","
							,
																				","
		Analyzing the Collision Risk of Driverless Vehicle Based on Clustering of shapes of the road
	",
"
					,
					,
				","
							,
																				","
		Compression of the videos using hybrid method in dither based block truncation technology with improved similarity measurement algorithms
	",
"
					,
					,
				","
							,
																				","
		Analysing Mechanical Behaviour of Concrete with Crimped Steel Fibres and Hyposludge as Partial Replacement of Cement
	",
"
					,
					,
				","
							,
																				","
		Under Publication Process
	",
"
					,
					,
				","
							,
																				","
		A Soft Switched Interleaved Boost Converter with Model Predictive Control for Partial Shading Conditions
	",
"
					,
					,
				","
							,
																				","
		An Analytical Approach for Estimation of Customers Priority towards Brand Preferences in Modern Retailing Organizations
	",
"
					,
					,
				","
							,
																				","
		RNN with Adaptive Split Algorithm for the Analysis of Security on Cloud Computing
	",
"
					,
					,
				","
							,
																				","
		Grass Cutter Robot with Bluetooth Module
	",
"
					,
					,
				","
							,
																				","
		Discrete Wavelet Transform based Real Time Retrieval Technique
	",
"
					,
					,
				","
							,
																				","
		Blackhole attack in wireless sensor network (WSN) using AODV protocol
	",
"
					,
					,
				","
							,
																				","
		Wearable Ambulatory Technique for Biomedical Signals Processing Based on Embedded Systems and IoT
	",
"
					,
					,
				","
							,
																				","
		Text In Image Steganography Hiding Based Convolution Techniques
	",
"
					,
					,
				","
							,
																				","
		Awareness with Informatics on Hypertension and Effects on Hemoglobin
	",
"
					,
					,
				","
							,
																				","
		Can gender still be considered as a differentiating ground for political interest in the millennial segment of population?
	",
"
					,
					,
				","
							,
																				","
		Dufour effect on mhd free convection flow of non newtonian fluid through a vertical porous plate with radiation absorption and chemical reaction
	",
"
					,
					,
				","
							,
																				","
		Fuzzy Optimization ApproachTo Determine The Maximum Yield Of Different Variety Of Crops
	",
"
					,
					,
,
				","
							,
																				","
		3-Total Sum Cordial Labeling of Some SpecialGraphs
	",
"
					,
					,
				","
							,
																				","
		Implementation of Mobile robotics in Autonomous Mobility tracking Robot
	",
"
					,
					,
				","
							,
																				","
		Analyzing Inflow and Outflow of Water in Mettur Dam during the Year 2013-2014 Using Symmetric and Skew Processes
	",
"
					,
					,
				","
							,
																				","
		Selection of SkSP-V with RDS as Reference Plan Involving Minimum Sum of Risks
	",
"
					,
					Theaimofthispaperistointroducetheconceptofintuitionisticgeneralizedregularstarclosedsets in intuitionistic topological spaces and study some of itsproperties.
				","
							,
																				","
		OnIgr*-closedsetsinIntuitionisticTopologicalSpaces
	",
"
					,
					,
				","
							,
																				","
		The Responsive Law Thinking Atmosphere: From the United States to Indonesia
	",
"
					,
					,
				","
							,
																				","
		Undergraduate students failure evaluation using data mining
	",
"
					,
					,
				","
							,
																				","
		A Study on Fuzzy Expert System Decision Making to Predict Dosage of Anesthesia
	",
"
					,
					,
				","
							,
																				","
		Bam/Bgcn forms a multiple protein complex of Brat, Mei-P26 and AGO1 proteins and negatively regulate expression of dMyc cell growth regulator through dMyc mRNA
	",
"
					,
					,
				","
							,
																				","
		Addiction Psychology – Factors Responsible for Addiction and Its Management Strategies
	",
"
					,
					,
				","
							,
																				","
		Architectural Monuments During The Mughals Rule
	",
"
					,
					,
				","
							,
																				","
		Modified High-Speed FIR Filter Using DA-RNS Architecture
	",
"
					,
					,
				","
							,
																				","
		Sense of Humor and Work Culture: A consideration towards humor appreciation to co-construct organizational expectations
	",
"
					,
					,
				","
							,
																				","
		Modulo Ling Adder for high speed DA-RNS system
	",
"
					,
					,
				","
							,
																				","
		Image Processing, Support Vector Mechanism, and Genetic Algorithm –A hybrid technique to detect cancerous growth in Digital Mammograms
	",
"
					,
					,
				","
							,
																				","
		A Comparative Study of Various Oversampling Techniques for dealing With Tiny Sense Classes in Preposition Sense Disambiguation
	",
"
					,
					,
				","
							,
																				","
		Speed Control of an IM with Adaptive Neuro-Fuzzy Inference Strategy
	",
"
					,
					,
				","
							,
																				","
		Comprehensive study on Heuristics approaches to solve multi objective problems
	",
"
					,
					,
				","
							,
																				","
		Differential Game Theory with ALO Control in Multi-Area Power System
	",
"
					,
					,
				","
							,
																				","
		Integration of Zeta Converter Topology in High Gain Single Stage Boosting Inverter for Renewable Applications
	",
"
					,
					,
				","
							,
																				","
		Performance Analysis of BLDC Motor Drive Based on Optimal PI Controller
	",
"
					,
					,
				","
							,
																				","
		Solar Powered Energy Efficient dc Home   Appliances in Rural Area
	",
"
					,
					,
				","
							,
																				","
		Improvement in Computational Latency and Performance of  Pipelined Interval Arithmetic Cordic Algorithm
	",
"
					,
					,
				","
							,
																				","
		Error Performance of Hybrid Weighted Bit Flipping decoder for Security Applications using EG-LDPC codes
	",
"
					,
					,
				","
							,
																				","
		A Analysis of Outcomes of Shear and Temperature on Vibrations of Infinite Plate
	",
"
					,
					,
				","
							,
																				","
		IoT Based Smart Air Pollution Monitoring System
	",
"
					,
					,
				","
							,
																				","
		A SURVEY ON PREDICTION OF MARINE OIL SPILL TRAJECTORY
	",
"
					,
					,
				","
							,
																				","
		AN EXTENSIVE STUDY ON THE APPLICATIONS AND SECURITY ISSUES OF RFID TECHNOLOGY IN IOT
	",
"
					,
					,
				","
							,
																				","
		Plan and Analysis of closed loop Interleaved Buck converter for UPS Appliation
	",
"
					,
					,
				","
							,
																				","
		Applications of multisets in filter theory of residuated lattices
	",
"
					,
					,
				","
							,
																				","
		POWER QUALITY IMPROVEMENTAND DISTRIBUTED CONTROL IN HYBRID AC/DC USING MICRO GRIDS
	",
"
					,
					,
				","
							,
																				","
		A Single Phase Single Stage Fault Tolerant Hybrid 5-L Inverter for Photo Voltaic System Applications
	",
"
					,
					,
				","
							,
																				","
		PERFORMANCE ENHANCEMENT OF THE INDUCTION MOTOR  HYBRID DRIVES THROUGH COMMON MODE VOLTAGE COMPENSATOR
	",
"
					,
					,
				","
							,
																				","
		A Comprehensive Analysis of Convolutional Neural Network Models
	",
"
					,
					,
				","
							,
																				","
		AN EMPIRICAL SURVEY ON FREQUENT EXTRACTIONS IN DATA STREAMS OF MOBILE NETWORKS
	",
"
					,
					,
				","
							,
																				","
		Mitigation of Voltage Disturbances in PV Interconnected Grid Using ANFIS Based Dynamic Voltage Restorer
	",
"
					,
					,
				","
							,
																				","
		Voltage Disturbance Mitigation in Distribution System Using FM-DQ control based DVR
	",
"
					,
					,
				","
							,
																				","
		Optimal Setting of OUPFC Device for real power loss minimization using symbiotic organisms search algorithm
	",
"
					,
					,
				","
							,
																				","
		An Intelligent Assistive VR Tool for Elderly People with Mild Cognitive Impairment: VR Components and Applications
	",
"
					,
					,
				","
							,
																				","
		BRAND LOYALTY AND CUSTOMER DELIGHT
	",
"
					,
					,
				","
							,
																				","
		Internet of Things based e-Healthcare System: An Useful Review on Critical Issues and Challenges
	",
"
					,
					,
				","
							,
																				","
		Insurance Modelling under Natural Catastrophe for Dependent Risks and Survival Probabilities
	",
"
					,
					,
				","
							,
																				","
		Description of The Commitment on Nation Heritage, Patriotism, and Nationalism among Elementary School Students in The Border Area Between Indonesia and Malaysia
	",
"
					,
					,
				","
							,
																				","
		Progressive Compound Rules for Numerical Integration of Integral of Analytic Functions
	",
"
					,
					,
				","
							,
																				","
		Increasing Production of Chicken Farms Using Internet of Things Technology
	",
"
					,
					,
				","
							,
																				","
		Literature Survey on High Performance Concrete Using GGBS and Robosand (M50grade)
	",
"
					,
					,
				","
							,
																				","
		Performance Analysis Of Distributed Networks
	",
"
					,
					,
				","
							,
																				","
		A Strong Optimization for Power-Domain Non-orthogonal Multiple Access (NOMA) By 5G Mobile Networks
	",
"
					,
					,
				","
							,
																				","
		A Review on Dynamic LB Virtual Machines in Federated Cloud Environment
	",
"
					,
					,
				","
							,
																				","
		Conditional Self-Organizing Map for Hierarchical Classification in Road-Vehicle Situation
	",
"
					,
					,
				","
							,
																				","
		Improvement of Deep Cross-Modal Retrieval System through Semantic Preserving Binary Hash Code Generation
	",
"
					,
					,
				","
							,
																				","
		Hybrid Classification and PCA algorithm for Diabetic Prediction
	",
"
					,
					,
				","
							,
																				","
		OPTIMAL CAPACITOR PLACEMENT, AVR PLACEMENT AND CONDUCTOR SELECTION ALONG WITH DG USING BSA
	",
"
					,
					,
				","
							,
																				","
		COMPENSATE CONTROL STRATEGY IN PV-WIND HYBRID SYSTEM WITH UNBALANCED LOAD
	",
"
					,
					,
				","
							,
																				","
		FUZZY LOGIC CONTROL FOR VSGs IN MICROGRID WITH DIFFERENT CAPACITIES OF DGs
	",
"
					,
					,
				","
							,
																				","
		Optimal Placement of DSTATCOM for Power Loss Reduction and Voltage Profile Improvement in Radial Distribution Systems
	",
"
					,
					,
				","
							,
																				","
		Multilevel Charging of Lithium-Ion Battery for Fast Charging Stations of EV’s
	",
"
					,
					,
				","
							,
																				","
		Transient Stability Improvement using SSSC and STATCOM
	",
"
					,
					,
				","
							,
																				","
		IMPROVEMENT OF POWER QUALITY USING LOA BASED UPQC CONTROLLER IN HYBRID SYSTEM
	",
"
					,
					,
				","
							,
																				","
		A Novel Enhanced Cascaded Converter Topology for SRM Drive Using Minimum DC Sources
	",
"
					,
					,
				","
							,
																				","
		 Detection and Identification of stator Incipient faults in Wound-field Synchronous Motor Using Wavelet transform
	",
"
					,
					,
				","
							,
																				","
		SURVEY ON ENHANCEMENT OF REMOTE SENSING ADMINISTRATIONAL DATA IN NELLORE DISTRICT
	",
"
					,
					,
				","
							,
																				","
		An Enhanced Probabilistic Based Hybrid Neural Network for Spectrum Sensing In Cognitive Radio Networks
	",
"
					,
					,
				","
							,
																				","
		Spectrum Sensing in Cognitive Radio Networks using Particle Swarm Optimization Algorithm
	",
"
					,
					,
				","
							,
																				","
		Camouflaged Foreground  Object Detection
	",
"
					,
					,
				","
							,
																				","
		Gravitational Search Algorithm Based Probabilistic Neural Network for Spectrum Sensing in Cognitive Radio Networks
	",
"
					,
					,
				","
							,
																				","
		COGNITIVE RADIO NETWORK FOR ROBUST SPECTRUM SENSING USING NEURAL NETWORKS
	",
"
					,
					,
				","
							,
																				","
		A New Hybrid Method of MPPT with ANN and Three Point-Weight Methods for Photovoltaic Systems
	",
"
					,
					,
				","
							,
																				","
		Power Quality Enhancement in Grid PV system using Fuzzy Controller
	",
"
					,
					,
				","
							,
																				","
		Certain Studies on Effect of Ambient Temperature on Bacterial Bioaerosol Enumeration
	",
"
					,
					,
				","
							,
																				","
		Performance Evaluation on Comparison of two Classification methods of Machine Learning Techniques to extract DAI of LCLU for Disaster Management Applications
	",
"
					,
					,
				","
							,
																				","
		Effect of Personal and Professional Characteristics towards ESL
	",
"
					,
					,
				","
							,
																				","
		The energy-aware hybrid routing protocol in WBBSNs for IoT framework
	",
"
					,
					,
				","
							,
																				","
		THE EFFECT OF ECONOMIC FACTORS AND CHARACTERISTICS OF WEST SUMATRA SOCIETY IN ACCESSING THE INTERNET
	",
"
					,
					,
				","
							,
																				","
		Do Service Quality Dimensions Increase the Customer Brand Relationship among Gen Z? The Mediation Role of Customer Perception between the Service Quality Dimensions (SERVQUAL) and Brand Satisfaction
	",
"
					,
					,
				","
							,
																				","
		Effectiveness of Career Counselling for Freshmen Undergraduate Students:  A Constructionists Intervention Study
	",
"
					,
					,
				","
							,
																				","
		The study on impact of Non-Monetary factors influencing stock market with reference to Chennai city
	",
"
					,
					,
				","
							,
																				","
		Saliency Identification as a Computational Model of Human Visual Attention
	",
"
					,
					,
				","
							,
																				","
		Dual Shuffling Algorithm Incorporated with Blowfish (DS-BF) to Elevate Data Security in Cloud Storage.
	",
"
					,
					,
				","
							,
																				","
		Multistep Collocation Hybrid Block Method for Direct Solution of High Order Ordinary Differential Equations
	",
"
					,
					,
				","
							,
																				","
		Impact of Blended Learning on Teaching Competency among M.Ed Trainees
	",
"
					,
					,
				","
							,
																				","
		Arabic Corpus for Figurative Sentiment Analysis
	",
"
					,
					,
				","
							,
																				","
		Teaching Factory Learning  Model on Office Administration Program in Referred Vocational High Schools
	",
"
					,
					,
				","
							,
																				","
		Analysis of Trapezoidal Corrugated Steel Web Beams  with Different Angle of  Inclination By ANSYS
	",
"
					,
					,
				","
							,
																				","
		Graph-based Personality Modeling for Personality-based Recommender System: Do Race and Questionnaire Type Affect Model Testing Result?
	",
"
					,
					,
				","
							,
																				","
		Improving the performance of IDS using Arbitrary Decision Tree in Network Security
	",
"
					,
					,
				","
							,
																				","
		Assessment of Land Use Land Cover Changes and their Impact to Groundwater Quality Index in Kendari City - Indonesia
	",
"
					,
					,
				","
							,
																				","
		Barrier Factors for Development of Sharia Banks In Indonesia
	",
"
					,
					,
				","
							,
																				","
		Implementation of the Pantera Concept for Efficiency in the Food Distribution Chain
	",
"
					,
					,
				","
							,
																				","
		Review on Fast Identification and Classification in Cultivation
	",
"
					,
					,
				","
							,
																				","
		A Convolutional Neural Network based Fingerprint and Face Biometric Multi-modal for Educational Authentication System
	",
"
					,
					,
				","
							,
																				","
		A Proficient System for Object and Crack Detection in A Railway System
	",
"
					,
					,
				","
							,
																				","
		Willingness to Pay Analysis of Batik Craftsmen in Kampung Batik Semarang
	",
"
					,
					,
				","
							,
																				","
		A Review on Natural Plant Extract as a Green Inhibitor for Steel Corrosion Resistance
	",
"
					,
					,
				","
							,
																				","
		Impact of Knowledge Management Capabilities on Performance of  Star Hotels in Sri Lanka
	",
"
					,
					,
				","
							,
																				","
		Impact of Digital Marketing on Purchase Intention
	",
"
					,
					,
				","
							,
																				","
		KNOWLEDGE LEVEL AND ADAPTATION MEASURES OF FARMERS TO CLIMATE CHANGE IN MYSORE DISTRICT
	",
"
					,
					,
				","
							,
																				","
		Full-Bridge Three-Port Bidirectional Converter for Photovoltaic Application
	",
"
					,
					,
				","
							,
																				","
		Switching Loss Reduction and Simulation of quasi Z-Source Inverter System Fed BLDC Motor
	",
"
					,
					,
				","
							,
																				","
		Understanding the Technological Development of Art of storytelling in Museum – Review
	",
"
					,
					,
				","
							,
																				","
		Automatic Temperature Control System for Ship’s Turbine Main Oil Cooler using PIC Microcontroller
	",
"
					,
					,
				","
							,
																				","
		Hybrid Encryption Technique to Prevent Spoofing Attacks in Address Resolution Protocol
	",
"
					,
					,
				","
							,
																				","
		An Efficient Approach to Enhance the Capabilities of Wi-Fi Sharing Systems in 5G Ultra Dense Network
	",
"
					,
					,
				","
							,
																				","
		Robust Object Tracking Algorithm using Harris Detector based Bayesian Filters
	",
"
					,
					,
				","
							,
																				","
		Hybrid Classification and PCA algorithm for Diabetic Prediction
	",
"
					,
					,
				","
							,
																				","
		Effect of Isolated Gut Probiotics Bacillus Oleronius on Hematological Changes in Cyprinus carpio var.koi
	",
"
					,
					,
				","
							,
																				","
		THE INCIDENCE AND RISK FACTORS FOR VENTILATOR ASSOCIATED PNEUMONIA (VAP) IN CRITICAL CARE UNIT
	",
"
					,
					,
				","
							,
																				","
		Effect of Maternal Obstetrical Factors on Birth Weight of New Born
	",
"
					,
					,
				","
							,
																				","
		Artificial Intelligence Interventions and Human Resources in the New Millennium
	",
"
					,
					,
				","
							,
																				","
		KNOWLEDGE AND ATTITUDE REGARDING BREAST CANCER AMONG THE PROFESSIONAL STUDENTS
	",
"
					,
					,
				","
							,
																				","
		Efficacy of interactive video clipping on preoperative state of anxiety among patients undergoing  abdominal surgery.
	",
"
					,
					,
				","
							,
																				","
		NUTRITIONAL ASSESSMENT OF SCHOOL-GOING CHILDREN (6-11 YEARS) IN AN URBAN SLUM OF KARAD, DIST. SATARA
	",
"
					,
					,
				","
							,
																				","
		THE EFFECTIVENESS OF PSYCHOLOGICAL SKILL TRAINING PROGRAM ON SELF ESTEEM AND SELF EFFICACY OF STUDENTS
	",
"
					,
					,
				","
							,
																				","
		DOES ETHNO-RELIGION DIVERSITY INFLUENCE FIRMS PERFORMANCE? EVIDENCE FROM FEDERAL HEALTH INSTITUTIONS IN NIGERIA
	",
"
					,
					,
				","
							,
																				","
		Enhancing the Capability of the Concept of Numbers Through Storytelling in Early Childhood
	",
"
					,
					,
				","
							,
																				","
		PRICE HAGGLING STRATEGY AND DECISION MAKING OUTCOMES OF BUYERS IN SELECTED OPEN MARKETS IN IBADAN METROPOLIS
	",
"
					,
					,
				","
							,
																				","
		The Relationship between the Ability to Make a Concept Map with the Study Achievement of PGSD Umn Al-Washliyah Medan Students
	",
"
					,
					,
				","
							,
																				","
		SHOULD THERE BE A RECOMMENDED UPPER LIMIT FOR THE ACUTE FLACCID PARALYSIS (AFP) RATE
	",
"
					,
					,
				","
							,
																				","
		PREPARATION AND CHARACTERIZATION OF CURCUMIN BASED NANOGEL FOR TOPICAL ANTI-INFLAMATORY ACTIVITY
	",
"
					,
					,
				","
							,
																				","
		SCIENCE AND TECHNICAL ASPECTS AS ROOTED IN SANSKRIT LITERATURE
	",
"
					,
					,
				","
							,
																				","
		TO STUDY THE FEASIBILITY OF CSEB FOR LOW COST HOUSING
	",
"
					,
					,
				","
							,
																				","
		TO STUDY THE IMPACT OF NEIGHBORHOOD PLANNING ON HEALTHY AGEING
	",
"
					,
					,
				","
							,
																				","
		EODB - A SYNOPSIS OF PRE AND POST MAKE IN INDIA INITIATIVE
	",
"
					,
					,
				","
							,
																				","
		Work Life Balance of Female Crew in the Aviation Industry: A Case Study
	",
"
					,
					,
				","
							,
																				","
		Knowledge Management in Pharmaceutical Companies in Chennai City – A Study with reference to Employee’s Awareness and Service Quality
	",
"
					,
					,
				","
							,
																				","
		Development and Testing Of Conceptual Model on Women Empowerment
	",
"
					,
					,
				","
							,
																				","
		Challenges of Women Micro Entrepreneurs in the Textile Industry of Tiruppur District
	",
"
					,
					,
				","
							,
																				","
		Relationship Strategy in Grocery Business Tamil Nadu
	",
"
					,
					,
				","
							,
																				","
		A Critical Review: Pradan Mantri Mudra Yojna- Funding the Unfunded
	",
"
					,
					,
				","
							,
																				","
		The Binding Stress in the Profession of Junior Level Officers like JCs and NJCs in Military Intelligence of India
	",
"
					,
					,
				","
							,
																				","
		Knowledge Management in Pharmaceutical Companies in Chennai City – A Study with reference to Employee’s Awareness and Service Quality
	",
"
					,
					,
				","
							,
																				","
		Opportunities of Women Micro Entrepreneurs in the Textile Industries of Tiruppur District
	",
"
					,
					,
				","
							,
																				","
		REGIONAL DISPARITIES IN INFRASTRUCTURAL SECTOR OF NORTH EAST INDIA
	",
"
					,
					,
				","
							,
																				","
		JYOTIPRASAD’S FEMINIST IDEAS
	",
"
					,
					,
				","
							,
																				","
		Perception of Feminism: A critical study on women characters in Jnanpith Awardee Indira Goswami’s novel “The Moth Eaten howdah of a Tusker.”
	",
"
					,
					,
				","
							,
																				","
		Economic and Financial Viability study of Dedicated High Speed Rail Network between Mumbai and Ahmedabad
	",
"
					,
					,
				","
							,
																				","
		The role of Micro-Credit on Empowerment of Women in Bangladesh
	",
"
					,
					,
				","
							,
																				","
		Mediating Effect of Customer Perceived Value on the Relationship between Service Quality and Customer Satisfaction of E-Banking in Bangladesh
	",
"
					,
					,
				","
							,
																				","
		Mediating Role of Organizational Innovation on Market Orientation and Business Performance: SEM-AMOS Approach
	",
"
					,
					,
				","
							,
																				","
		Evaluations of Continuous Sampling Plan indexed through Maximum Allowable Average Outgoing Quality
	",
"
					,
					,
				","
							,
																				","
		A iNOVEL iARCHITECTURE iOF iA iLARGE iSCALING iALGORITHM iFOR iGPAAS iWITH iHETEROGENEOUS iRESOURCES
	",
"
					,
					,
				","
							,
																				","
		Forced Flow of a Non-Newtonian Second-Order Fluid between Two Infinite Discs with Exponential Porosity Ratio
	",
"
					,
					,
				","
							,
																				","
		Slang in Tuneeca Community in Relation to Sociolinguistics Teaching Materials
	",
"
					,
					,
				","
							,
																				","
		Multiple Intelligences Based Learning: Concepts and Applications in Elementary Schools (Case study in Unggulan Permatajingga Elementary School Malang)
	",
"
					,
					,
				","
							,
																				","
		Prophetic Management to Improve Quality of Education: A Case of Islamic Boarding Schools
	",
"
					,
					,
				","
							,
																				","
		Archipelago Proverbs: Building the Prophetic Leadership in Indonesia
	",
"
					,
					,
				","
							,
																				","
		Local Wisdom Instructional Supervision: Enhancing Professionalism of Secondary School Principal in West Nusa Tenggara, Indonesia
	",
"
					,
					,
				","
							,
																				","
		Studies on Encrypted Secret Data Storage Techniques Analogous to Steganography
	",
"
					,
					,
				","
							,
																				","
		An Effective Algorithm depending on DWT and SVD Transforms for Watermarking Images
	",
"
					,
					,
				","
							,
																				","
		IMPACT OF INTERNET SECURITY ON ONLINE TRANSACTION BEHVIOUR OF CONSUMERS
	",
"
					,
					,
				","
							,
																				","
		A STUDY ON EFFECTIVENESS OF PERFORMANCE APPRAISAL SYSTEM IN MANUFACTURING SECTOR
	",
"
					,
					,
				","
							,
																				","
		Experiences and perspectives of Information Technology-enhanced learning and teaching in higher education – Ghana case
	",
"
					,
					,
				","
							,
																				","
		A Study on Awareness towards Digital Payments among People of Haryana
	",
"
					,
					,
				","
							,
																				","
		Analysis Performance of the Bubbling Fluidized Bed Gasifier
	",
"
					,
					,
				","
							,
																				","
		Certain inequalities for the I −Hypergeometric Function
	",
"
					,
					,
				","
							,
																				","
		Effect of modification on microstructure wear resistance and mechanical properties of Al-12.4%Si alloy
	",
"
					,
					,
				","
							,
																				","
		Tax E-filing in Jordan: A Conceptual Model
	",
"
					,
					,
				","
							,
																				","
		An Empirical Study on Role of Microfinance institutions in Poverty Reduction and Capacity building: Evidence from Chikmagalore Region.
	",
"
					,
					,
				","
							,
																				","
		Impact of Micro finance in Poverty Eradication via SHGs: A Study of Selected Districts in U.P
	",
"
					,
					,
				","
							,
																				","
		Geology, Geochemistry and Genesis of Manganese Ore Deposits of Vizianagaram District, Andhra Pradesh, India
	",
"
					,
					,
				","
							,
																				","
		Modified Deep Learning Method for Body Postures Recognition
	",
"
					,
					,
				","
							,
																				","
		A Dynamic Slot Allocation Framework forMap Reduce iClusters Using DHSA and Pipelining
	",
"
					,
					,
,
				","
							,
																				","
		Reconfigurable LFSR Based RO-Path Delay Sensor
	",
"
					,
					,
				","
							,
																				","
		Accident Detection and Alerting System Using GPS & GSM
	",
"
					,
					,
				","
							,
																				","
		Efficiency Analysis of a Synchronous Buck Converter
	",
"
					,
					,
,
				","
							,
																				","
		Delineation of Putamen from the Brain Magnetic Resonance Image for Parkinson Disease related Applications
	",
"
					,
					,
,
				","
							,
																				","
		An Efficient Anomaly Detection using RNN for IOT Data
	",
"
					,
					,
				","
							,
																				","
		Research Analysis on Applications of Data Science
	",
"
					,
					,
,
				","
							,
																				","
		A Optimized VLSI Architecture for Full-HD Modified Gradient Guided Image Filter
	",
"
					,
					,
,
				","
							,
																				","
		Design of Harmonic Suppressed Rat Race Coupler with Size Reduction using Single Shunt Open Stub Unit
	",
"
					,
					,
,
				","
							,
																				","
		Design of harmonic suppressed Branch Line Coupler with size reduction using Three shunt open stub unit
	",
"
					,
					,
				","
							,
																				","
		Results of Experimental Studies on using MWF Electromagnetic Field Energy for Pre-Sowing Treatment of Grain Crops
	",
"
					,
					,
				","
							,
																				","
		Formation and Development of Consumer Properties of Berry Products with Added Nutrition Value
	",
"
					,
					,
,
,
				","
							,
																				","
		Analysis of Microclimate in Livestock Housing
	",
"
					,
					,
				","
							,
																				","
		Innovations in Crop Seed Breeding
	",
"
					,
					,
				","
							,
																				","
		ACTH4-10 and CRH (Semax) in the Neuronal Mechanisms of Resistance to Stressors
	",
"
					,
					,
,
				","
							,
																				","
		Consequences of Changes in Water Balance of the Lower Volga Territories after Large-Scale Hydro-Melioration
	",
"
					,
					,
				","
							,
																				","
		Possibilities of using Long Bone Marrow in Autogenous Therapy
	",
"
					,
					,
,
				","
							,
																				","
		The Role of Digital Libraries in E-Learning Environment
	",
"
					,
					,
				","
							,
																				","
		Analysis of Internet of Things Concept for the Application of Smart Cities
	",
"
					,
					,
,
				","
							,
																				","
		Design and Analysis of Low Power High Speed Combinational Multiplier and Wallace Tree Multiplier for Image Compression
	",
"
					,
					,
,
				","
							,
																				","
		Evaluating the Anti –Mitotic Behaviour and Alkaloid Fraction of Solanum Nigrum
	",
"
					,
					,
				","
							,
																				","
		Soil pH Determination Along with Automated System for Quality Agriculture
	",
"
					,
					,
				","
							,
																				","
		CONCEPT OF SCIENCE, IMMORTALITY AND GOOD LIFE IN RUSSELL’S WHAT I BELIEVE
	",
"
					,
					,
				","
							,
																				","
		A Novel Security Enhancement Plug-in Model for Cloud Programming Language: Python
	",
"
					,
					,
				","
							,
																				","
		Migration Configuration of Dalit’s: A Case Study from Jalandhar District in Punjab
	",
"
					,
					,
				","
							,
																				","
		Remembering the Holocaust: A Reading of Howard Jacobson’s Kalooki Nights
	",
