abstract,author,title
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Zheng Fan, Wei Wang, Tian-jiao Pu, Guang-yi Liu, Zhi Cai, Ning Yang
            "," , , , , UTC: 00:30 - 09:30,
                Power System Reactive Power Optimization Based on Fuzzy Formulation and Interior Point Filter Algorithm  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Yuyao Chen, Yanping Zhang, Jian Zhang, Yanjun Zhang, Lixin Song
            "," , , , , UTC: 00:30 - 09:30,
                A Full Dynamic Voltage Stability Research Based on Time-domain Simulation  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Lin Ma, Jian-qun Xu, Xue-yu Dong, Tao Yang
            "," , , , , UTC: 00:30 - 09:30,
                The Influence of Overlap Degree Research on Nozzle  Governing Characteristic  [APPEEC 2013]
            "
"
	,
","
                Sourav Mallick, S. P. Ghoshal, P. Acharjee, S. S. Thakur
            "," , , , , UTC: 00:30 - 09:30,
                Optimal Static State Estimation Using hybrid Particle Swarm-Differential Evolution Based Optimization  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Ge Jin, Hanting Yan, Shaoxiang Deng, Xiaomei Chen, Zexiang Cai
            "," , , , , UTC: 00:30 - 09:30,
                Analysis of Nonlinear Characteristics of Turbine  Governor and Its Impact on Power System Oscillation  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Jing Li, Yadi Luo, Lijie Chen, Donghong Zhao
            "," , , , , UTC: 00:30 - 09:30,
                Algorithm Study and Software Design of District Grid On-Line Risk Assessment Based on Fuzzy Theory  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Song Nie, Yang-chun Cheng, Yuan Dai
            "," , , , , UTC: 00:30 - 09:30,
                Characteristic Analysis of DS18B20 Temperature Sensor  in the High-voltage Transmission Lines’ Dynamic  Capacity Increase  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                T. A. Makhkamov, A. M. Mirzabaev
            "," , , , , UTC: 00:30 - 09:30,
                Research of Network Transient Performance  at Small Perturbations  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Petr Bilik, Jakub Manas, Jan Zidek, Jiri Koziorek
            "," , , , , UTC: 00:30 - 09:30,
                Hybrid Power System Power Flow Analysis  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Hao Xie, Zhongxiao Zhang, Zhenzhong Li, Yang Wang
            "," , , , , UTC: 00:30 - 09:30,
                Relations among Main Operating Parameters of  Gasifier in IGCC  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Jing Li, Lijie Chen, Donghong Zhao, Yadi Luo
            "," , , , , UTC: 00:30 - 09:30,
                The Study of Overhead Line Fault Probability Model Based on Fuzzy Theory  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Zhipeng Jiang, Tiande Guo, Wei Pei
            "," , , , , UTC: 00:30 - 09:30,
                A New Placement Scheme of Distributed Generation in Power Grid  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Daquan Du, Na Zheng, Zhiming Su
            "," , , , , UTC: 00:30 - 09:30,
                Fault Location Method and Simulation Analysis of  Parallel Compensating Capacitors  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Ting Yu, Tianjiao Pu, Wei Wang, Zhaoyu Jin, Ning Yang
            "," , , , , UTC: 00:30 - 09:30,
                Multiple Dispatching Reactive Power and Voltage Coordinated Control Method  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Bin Sun, Ming Liu, Luofang Zhu, Nian Liu, Xiaoyan Qiu, Zhe Zhuang
            "," , , , , UTC: 00:30 - 09:30,
                Emergency Control Strategy Based on Multi-agent  Theory under Blackout  [APPEEC 2013]
            "
"
	,
","
                Xiangli Li, Zhaoyang Yan, Keke Pan, Chenghao Ma, Hanhong Qi
            "," , , , , UTC: 00:30 - 09:30,
                The Control Technology Research of the Z-source Three-phase Four-bridge Arm Inverter  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Mohamed AboGaleela, Magdy El-Marsafawy, Mohamed El-Sobki
            "," , , , , UTC: 00:30 - 09:30,
                Optimal Scheme with Load Forecasting for Demand Side Management (DSM) in Residential Areas  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Zechuan Liang, Minwu Chen, Guoxu Shang, Baoyu Lv
            "," , , , , UTC: 00:30 - 09:30,
                High-speed Railway External Power Supply Reliability Evaluation of Bayesian Network  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Jinquan Wang, Jianke Li, Jingjing Chen, Shuhua Qian, Pengfei Hou
            "," , , , , UTC: 00:30 - 09:30,
                Research and Implementation of the Power Equipment Inverter Switching Algorithm  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Renzo. G. Fabián, Elson C. Gomes, Maria C. Tavares, Carlos A. Floriano
            "," , , , , UTC: 00:30 - 09:30,
                Protection Scheme Half Wavelength Transmission Trunk Using Conventional Relay  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Longlong Li, Dongmei Zhao
            "," , , , , UTC: 00:30 - 09:30,
                Optimal Spinning Reserve for Power System with Wind Integrated  [APPEEC 2013]
            "
"
	,
","
                Atthapol Ngaopitakkul, Chaichan Pothisarn, Sulee Bunjongjit, Boonlert Suechoey, Chaiyo Thammart, Auttarat Nawikavatan
            "," , , , , UTC: 00:30 - 09:30,
                A Reliability Impact and Assessment of Distributed  Generation Integration to Distribution System  [APPEEC 2013]
            "
"
	,
","
                Yan Li, Zhenhai Zhang, Longnv Li, Guoli Li, Manhua Jiang
            "," , , , , UTC: 00:30 - 09:30,
                Calculation and Design of Dry-type Air-core Reactor  [APPEEC 2013]
            "
"
	,
","
                Rodrigo Cleber da Silva, Sérgio Kurokawa
            "," , , , , UTC: 00:30 - 09:30,
                Model of Three-Phase Transmission Line with the Theory of Modal Decomposition Implied  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	, that minimum cost computations are started at different
values, and that increasing
load demands have affected costs, pollutant emissions and generated powers.
","
                A. N. Afandi, Hajime Miyauchi
            "," , , , , UTC: 00:30 - 09:30,
                A New Evolutionary Method for Solving Combined  Economic and Emission Dispatch  [APPEEC 2013]
            "
"
	,
","
                Anderson Ricardo Justo de Araújo, Rodrigo Cléber da Silva, Sérgio Kurokawa
            "," , , , , UTC: 00:30 - 09:30,
                Using Universal Line Model (ULM) for Representing Three-phase Lines  [APPEEC 2013]
            "
"
	,
","
                M. C. Pimentel Filho, M. F. Medeiros
            "," , , , , UTC: 00:30 - 09:30,
                Localization of Voltage Regulators in Distribution  Systems by a Mixed Genetic–Tabu Search Algorithm  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Zhi-chao Ren, Chun-yan Ye, Hai-yan Wang
            "," , , , , UTC: 00:30 - 09:30,
                Study on Earth Surface Potential and DC Current  Distribution around DC Grounding Electrode  [APPEEC 2013]
            "
"
	,
","
                Yulei Xie, Guohe Huang, Wei Li, Ye Tang
            "," , , , , UTC: 00:30 - 09:30,
                An Interval Probability-based Inexact Two-stage  Stochastic Model for Regional Electricity Supply and GHG Mitigation Management under Uncertainty  [APPEEC 2013]
            "
"
	,
","
                Siming Hua, Hua Zhang, Feng Qian, Chunjie Chen, Meixia Zhang
            "," , , , , UTC: 00:30 - 09:30,
                The Research on Neutral Grounding Scheme of Fengxian 35kV and 10 kV Power Grid  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                C. S. Chuang, G. W. Chang
            "," , , , , UTC: 00:30 - 09:30,
                Lagrangian Relaxation-Based Unit Commitment Considering Fast Response Reserve Constraints  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Haiming Zhou, Dunnan Liu, Dan Li, Guanghui Shao, Qun Li
            "," , , , , UTC: 00:30 - 09:30,
                Operating Analysis and Data Mining System for Power Grid Dispatching  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Mengxia Wang, Hongbin Sun, Jinxin Huang, Qiang Zhang
            "," , , , , UTC: 00:30 - 09:30,
                Study on Approach of Static Security Assessment  Accounting for Electro-thermal Coupling  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Tian Xia, ZhiYan Liu, Wei Xiong, YongXiu He
            "," , , , , UTC: 00:30 - 09:30,
                Pricing Mechanism of China’s Trans-regional and Trans-provincial Electricity Trading  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Lu Zhang, Wei Tang, Muke Bai, Pengwei Cong
            "," , , , , UTC: 00:30 - 09:30,
                Analysis of Distribution Generation Influences on the Vol-tage Limit Violation Probability of Distribution Line  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Ruihua Liu
            "," , , , , UTC: 00:30 - 09:30,
                Preliminary Analysis of Smart Grid Risk Index System  and Evaluation Methods  [APPEEC 2013]
            "
"
	,
","
                Jianbo Yang, Weiping Zhang, Faris Al-Naemi, Xiaoping Chen
            "," , , , , UTC: 00:30 - 09:30,
                A Single Phase Current Source PFC Converter  Based on UC3854  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Longji Zhu, Yan Zheng
            "," , , , , UTC: 00:30 - 09:30,
                The Study on New Solid-State Breaker and Its Over-voltage Suppression Technique  [APPEEC 2013]
            "
"
	,
","
                Yuansen Zhang, Demin Cui, Qingtao Cao, Yongqiang Chai, Peng Liu, Xiaobo Li, Zhijian Hu, Chuanqi Li, Chengxue Zhang
            "," , , , , UTC: 00:30 - 09:30,
                New Method of Measuring the Positive-sequence Capacitance of T-connection Transmission Lines  [APPEEC 2013]
            "
"
	,
","
                Li Wang, Jiale Suonan, Zaibin Jiao
            "," , , , , UTC: 00:30 - 09:30,
                A Fast Extraction Method in the Applicaton of UHV Transmission Line Fault Location  [APPEEC 2013]
            "
"
	,
","
                Amit S. Closepet
            "," , , , , UTC: 00:30 - 09:30,
                Multi-Layer Optimization for Load Scheduling to Manage Unreliable Grid Outages in Developing Countries  [APPEEC 2013]
            "
"
	,
","
                Pengxin Hou, Chunlin Guo, Yubo Fan
            "," , , , , UTC: 00:30 - 09:30,
                Comparison among Chargers of Electric Vehicle Based on Different Control Strategies  [APPEEC 2013]
            "
"
	,
","
                Paweł Sowa, Katarzyna Łuszcz
            "," , , , , UTC: 00:30 - 09:30,
                Equivalent for Electromagnetic Transient Calculation in Power System with Multiple Transmission Line  [APPEEC 2013]
            "
"
	,
","
                Camilo Machado Jr, Marcelo Maia, Eden Carvalho Jr, Maria C. Tavares, João B. Gertrudes, Elson C. Gomes, Walmir Freitas, Marcos A. Paz, Fernando A. Moreira, Carlos A. Floriano, Vanderlei G. Machado, Aniela M. Mendes
            "," , , , , UTC: 00:30 - 09:30,
                Energization of a Half-Wavelength Transmission Line - Pre-Operational Transients Studies  [APPEEC 2013]
            "
"
	,
","
                Petr Bilik, Jan Zidek, Vaclav Kus, Tereza Josefova
            "," , , , , UTC: 00:30 - 09:30,
                Harmonic Currents of Semiconductor Pulse Switching Converters  [APPEEC 2013]
            "
"
	 
","
                Zunfang Chu, Zixin Li, Ping Wang, Yaohua Li
            "," , , , , UTC: 00:30 - 09:30,
                A Novel Voltage Balancing Method of Modular Multilevel Converters  [APPEEC 2013]
            "
,"
                Xinming Fan, Lin Guan, Chengjun Xia, Jianming He, Xiaolin Li, Shukai Xu
            "," , , , , UTC: 00:30 - 09:30,
                PCHD-Based Passivity Control of VSC-HVDC Connected Large Wind Farm  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Wen Huang, Zhengyou He, Zhengyou He, Haitao Hu, Qi Wang
            "," , , , , UTC: 00:30 - 09:30,
                Study on Distribution Coefficient of Traction Return  Current in High-Speed Railway  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	In view of the imbalanced
distribution of power load and resources, including the status of ,electric shortage,in some cities in our country, the article , the
long-distance transmission technology. It mainly analyzed two ways of the
long-distance transmission: UHV AC transmission and UHV DC transmission. The
fractional frequency transmission technology and half wavelength AC
transmission technology of AC transmission are introduced. Some key technolog, of long-distance
transmission are described,It has a guess for long-distance transmission
future direction.
","
                Xueli Wu, Xiuyuan Yang, Hong Shen, Qinyong Zhou
            "," , , , , UTC: 00:30 - 09:30,
                Research on the Long-distance Transmission  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Yujia Li, Yu Zou, Yupei Jia, Yunxia Zheng
            "," , , , , UTC: 00:30 - 09:30,
                A New Algorithm for Black-start Zone Partitioning Based on Fuzzy Clustering Analysis  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	, 
","
                Bo Sun
            "," , , , , UTC: 00:30 - 09:30,
                Positive Solutions for a Boundary Value Problem with a Derivative Argument  [CET 2013]
            "
"
	,
","
                Miro Milanovič, Mitja Truntič, Miran Rodič
            "," , , , , UTC: 00:30 - 09:30,
                DC-Link Based Micro-grid System  [APPEEC 2013]
            "
"
	,
","
                Yongdong Li, Qingda Meng, Zheyuan Zhao, Po Yang, Yuzheng Wang
            "," , , , , UTC: 00:30 - 09:30,
                Analysis for the Defect of Chromatogram in 35kv Oil-immersed Electric Reactor  [APPEEC 2013]
            "
"
	,
","
                Changqing Zhao, Chenxu Zhao, Heng Xu, Haijun Zhang, Minghao Sun
            "," , , , , UTC: 00:30 - 09:30,
                Research and Application of 3G Electrical Safety Job Site Intelligent Monitoring Device  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Stephanus A. Ananda, Jyh-Cherng Gu
            "," , , , , UTC: 00:30 - 09:30,
                Multi-agent Based Protection on Highly Dominated  Distributed Energy Resources  [APPEEC 2013]
            "
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
,," , , , , UTC: 00:30 - 09:30"
"
	,
","
                Yuguang Lai, Lin Guan
            "," , , , , UTC: 00:30 - 09:30,
                A New Method to Optimize the Maintenance Strategy of HVDC Transmission System  [APPEEC 2013]
            "
"
	,
","
                Yan Li, Bo Zhang, Longnv Li, Tongxun Yang, Ning Wang
            "," , , , , UTC: 00:30 - 09:30,
                Calculation of Eddy Current Loss and Short-circuit  Force in SSZ11-50000/110 Power Transformer  [APPEEC 2013]
            "
